id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction,AverageRating
98045,Male,48,tourism,Group Travel,Group bookings,4,4,3,4,5,5,4,5,4,3,satisfied,4.2
99961,Female,62,business,Personal Travel,Group bookings,3,5,3,5,5,4,3,5,3,4,neutral or dissatisfied,4.0
87540,Female,25,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
101310,Female,22,academic,Personal Travel,Group bookings,3,5,3,1,5,4,5,5,5,5,neutral or dissatisfied,4.0
14291,Female,19,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,3,5,satisfied,4.8
9184,Male,32,aviation,Group Travel,Group bookings,5,3,5,5,4,4,4,4,4,4,satisfied,4.2
119190,Female,48,tourism,Group Travel,Group bookings,5,5,5,5,4,3,4,5,5,4,satisfied,4.6
105201,Male,63,tourism,Personal Travel,Not defined,4,4,4,3,5,4,5,3,4,5,neutral or dissatisfied,4.0
21965,Male,58,personal,Group Travel,Individual/Couple,5,3,3,3,5,5,5,3,4,5,satisfied,4.0
117283,Male,45,personal,Group Travel,Group bookings,4,4,4,3,5,5,5,5,4,5,satisfied,4.3
128313,Male,40,academic,Group Travel,Group bookings,5,5,2,5,4,5,5,3,5,5,satisfied,4.3
128354,Male,16,business,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
3190,Male,40,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
107949,Male,60,personal,Group Travel,Group bookings,4,4,4,4,4,4,5,4,3,4,satisfied,4.0
75005,Female,42,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,3,satisfied,4.3
120417,Female,72,tourism,Group Travel,Group bookings,5,5,3,5,4,4,5,5,5,4,satisfied,4.6
80997,Male,23,tourism,Personal Travel,Individual/Couple,2,5,2,4,5,5,5,4,5,5,neutral or dissatisfied,4.1
75163,Male,49,aviation,Group Travel,Group bookings,5,5,5,5,2,4,3,4,3,3,satisfied,4.0
17350,Female,27,academic,Group Travel,Group bookings,5,5,4,5,4,4,4,4,4,4,satisfied,4.3
12262,Female,56,aviation,Group Travel,Individual/Couple,5,5,5,5,5,2,5,4,5,1,satisfied,4.6
79883,Female,56,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,3,satisfied,4.3
97566,Male,54,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
58062,Male,27,academic,Group Travel,Group bookings,5,5,2,5,5,5,5,3,5,5,satisfied,4.4
103665,Male,49,academic,Group Travel,Group bookings,5,2,5,5,5,5,5,5,3,5,satisfied,4.4
55369,Male,48,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,3,satisfied,4.3
8292,Female,9,business,Personal Travel,Individual/Couple,5,5,5,4,5,5,5,2,3,5,satisfied,4.3
27429,Female,43,business,Group Travel,Group bookings,4,4,4,4,5,3,4,5,4,5,satisfied,4.1
81929,Male,31,tourism,Personal Travel,Group bookings,3,4,3,4,5,5,5,4,4,5,neutral or dissatisfied,4.1
120451,Female,33,business,Personal Travel,Individual/Couple,4,4,4,2,5,5,5,4,4,5,satisfied,4.1
28844,Female,49,tourism,Group Travel,Group bookings,5,5,5,5,2,5,3,4,3,4,satisfied,4.1
126144,Male,47,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,3,satisfied,4.4
90481,Female,41,aviation,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,3,satisfied,4.2
76501,Female,44,tourism,Group Travel,Group bookings,4,4,4,4,5,5,3,5,3,3,satisfied,4.1
113406,Female,42,business,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,3,satisfied,4.0
58858,Male,23,tourism,Group Travel,Individual/Couple,5,5,5,1,5,5,5,4,4,5,satisfied,4.3
15609,Female,58,tourism,Group Travel,Group bookings,5,5,5,5,1,3,5,4,5,5,satisfied,4.2
77010,Female,39,academic,Group Travel,Group bookings,5,3,5,5,5,5,4,5,4,4,satisfied,4.6
68197,Female,25,personal,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
2664,Male,9,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
116666,Female,52,business,Group Travel,Group bookings,5,5,5,5,4,5,3,4,3,4,satisfied,4.3
128037,Female,39,business,Group Travel,Group bookings,5,5,5,5,5,1,5,2,5,4,satisfied,4.2
41738,Male,36,academic,Group Travel,Group bookings,4,4,5,4,2,5,4,5,4,1,satisfied,4.1
80173,Female,53,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
113930,Male,39,academic,Group Travel,Group bookings,4,4,4,4,5,4,4,3,4,4,satisfied,4.0
3552,Female,58,personal,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,5,satisfied,4.3
63093,Male,41,business,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,4,satisfied,4.4
107599,Female,45,academic,Group Travel,Group bookings,5,5,1,5,5,5,4,4,4,4,satisfied,4.2
49778,Female,36,personal,Group Travel,Group bookings,5,5,1,5,5,4,4,5,4,2,satisfied,4.2
39212,Male,49,academic,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,3,satisfied,5.0
83086,Male,35,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,neutral or dissatisfied,4.2
24002,Male,36,aviation,Group Travel,Individual/Couple,5,3,3,3,5,5,5,4,5,5,satisfied,4.2
70472,Male,33,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied,4.4
90348,Female,24,business,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
59929,Female,35,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,4,satisfied,4.6
44692,Female,26,business,Group Travel,Individual/Couple,4,5,4,2,5,5,5,5,5,5,neutral or dissatisfied,4.4
44054,Female,36,tourism,Group Travel,Not defined,5,5,5,5,5,5,5,3,3,5,satisfied,4.6
73702,Female,33,business,Group Travel,Group bookings,4,4,4,4,4,4,5,5,5,3,satisfied,4.3
56877,Male,51,business,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,4,satisfied,4.2
120582,Male,26,academic,Group Travel,Group bookings,4,4,4,3,5,4,5,4,4,5,satisfied,4.1
33820,Male,70,tourism,Personal Travel,Individual/Couple,3,5,3,2,5,5,5,4,5,5,neutral or dissatisfied,4.1
115048,Female,44,aviation,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,5,satisfied,4.4
129134,Male,25,academic,Group Travel,Group bookings,5,5,1,5,5,5,5,5,5,5,satisfied,4.6
24460,Female,21,business,Group Travel,Group bookings,5,5,5,5,5,5,5,5,2,5,satisfied,4.7
95695,Female,61,tourism,Group Travel,Group bookings,5,5,3,5,3,4,5,4,5,3,satisfied,4.3
114477,Female,45,aviation,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,5,satisfied,4.2
114850,Female,42,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,5,satisfied,4.2
67039,Female,22,tourism,Group Travel,Individual/Couple,4,4,4,4,5,5,5,4,3,5,neutral or dissatisfied,4.2
29344,Male,50,aviation,Group Travel,Not defined,4,5,5,5,4,4,4,5,1,4,satisfied,4.1
83121,Male,56,tourism,Personal Travel,Individual/Couple,2,5,2,5,5,5,5,3,5,5,neutral or dissatisfied,4.1
126066,Male,53,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,4,satisfied,4.4
107265,Female,26,tourism,Group Travel,Group bookings,4,5,3,4,4,4,4,4,4,4,neutral or dissatisfied,4.0
38508,Male,35,academic,Group Travel,Group bookings,5,5,5,5,2,1,4,5,4,2,satisfied,4.0
40755,Female,52,business,Group Travel,Group bookings,5,5,3,5,5,5,4,1,4,4,satisfied,4.1
27311,Female,40,academic,Group Travel,Individual/Couple,5,3,3,3,5,5,5,4,4,5,satisfied,4.1
94189,Female,51,business,Group Travel,Group bookings,5,5,2,5,4,5,5,5,5,5,satisfied,4.6
49581,Female,51,aviation,Group Travel,Individual/Couple,5,4,4,4,4,2,5,3,5,4,satisfied,4.0
89863,Female,54,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,3,satisfied,4.7
66815,Female,51,business,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
61895,Male,30,tourism,Group Travel,Not defined,2,2,2,5,5,5,5,5,5,5,neutral or dissatisfied,4.0
93822,Female,42,business,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,3,satisfied,4.4
43379,Female,7,business,Personal Travel,Individual/Couple,3,5,3,2,5,5,5,5,4,5,neutral or dissatisfied,4.1
113465,Male,34,business,Group Travel,Group bookings,5,5,4,5,2,5,4,3,4,5,satisfied,4.1
8787,Male,48,business,Group Travel,Group bookings,4,4,4,4,4,5,5,4,5,5,satisfied,4.3
37990,Male,27,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,2,4,satisfied,4.2
125606,Male,58,aviation,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,3,satisfied,4.3
10491,Male,55,personal,Group Travel,Group bookings,4,4,4,4,5,4,4,4,4,3,satisfied,4.1
84530,Male,39,business,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,5,satisfied,4.6
24859,Male,43,academic,Group Travel,Group bookings,5,5,2,5,3,5,5,5,5,3,satisfied,4.4
67003,Female,28,tourism,Group Travel,Group bookings,5,5,5,3,4,4,4,3,4,4,satisfied,4.1
1897,Female,50,tourism,Group Travel,Group bookings,5,4,5,5,4,5,4,5,4,5,satisfied,4.6
76254,Male,52,tourism,Personal Travel,Individual/Couple,4,4,4,1,5,5,5,5,5,5,neutral or dissatisfied,4.2
102173,Male,34,aviation,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
34226,Female,45,tourism,Group Travel,Not defined,5,4,5,4,1,5,5,4,5,3,satisfied,4.2
59805,Female,42,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
67608,Female,40,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,3,satisfied,4.4
28515,Male,36,tourism,Group Travel,Group bookings,5,5,5,5,1,3,4,4,4,2,satisfied,4.0
86560,Male,33,academic,Group Travel,Not defined,4,5,5,5,4,4,4,2,4,4,neutral or dissatisfied,4.1
43792,Male,48,tourism,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,3,satisfied,4.0
29556,Male,31,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,1,5,satisfied,4.1
66568,Male,42,academic,Group Travel,Group bookings,5,5,5,5,2,4,4,3,4,5,satisfied,4.1
112245,Male,45,personal,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,4,satisfied,4.8
628,Male,42,academic,Group Travel,Group bookings,5,5,5,5,3,4,4,4,4,5,satisfied,4.3
74342,Female,45,academic,Personal Travel,Group bookings,4,5,4,2,5,5,5,4,5,3,satisfied,4.3
34500,Male,51,aviation,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,1,satisfied,4.4
20891,Female,39,business,Group Travel,Not defined,5,5,5,5,5,5,5,3,2,5,satisfied,4.4
16410,Male,51,academic,Group Travel,Not defined,4,4,4,4,4,4,4,5,3,4,satisfied,4.0
114897,Male,53,tourism,Group Travel,Group bookings,4,4,4,4,5,5,4,4,4,3,satisfied,4.2
55355,Male,45,business,Group Travel,Group bookings,5,5,5,4,5,5,5,4,4,5,satisfied,4.7
28542,Female,67,tourism,Personal Travel,Individual/Couple,4,5,4,3,2,5,4,5,4,5,neutral or dissatisfied,4.0
23813,Female,26,aviation,Personal Travel,Individual/Couple,5,4,5,3,5,2,5,3,4,5,satisfied,4.0
91379,Male,42,tourism,Group Travel,Group bookings,4,4,4,4,3,4,4,5,4,4,satisfied,4.0
11072,Female,18,academic,Personal Travel,Individual/Couple,4,5,4,2,5,3,5,5,5,5,satisfied,4.2
298,Male,52,business,Group Travel,Group bookings,3,3,3,5,5,5,5,3,4,5,neutral or dissatisfied,4.0
58367,Male,20,academic,Personal Travel,Not defined,5,4,5,4,5,5,5,1,3,5,satisfied,4.1
33724,Female,52,tourism,Personal Travel,Individual/Couple,5,5,5,3,5,5,4,5,4,4,satisfied,4.6
73268,Male,38,tourism,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,4,satisfied,4.4
83457,Male,28,personal,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,4,satisfied,4.6
70646,Female,38,tourism,Group Travel,Group bookings,4,4,4,3,4,4,4,4,5,4,satisfied,4.0
74227,Female,47,tourism,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,3,satisfied,4.3
116998,Female,45,business,Group Travel,Group bookings,5,5,5,5,2,5,3,5,3,5,satisfied,4.2
37450,Female,31,business,Group Travel,Group bookings,5,5,5,5,3,3,3,4,4,3,satisfied,4.1
6702,Female,21,academic,Personal Travel,Individual/Couple,4,4,4,1,5,5,5,5,4,5,neutral or dissatisfied,4.1
71752,Male,43,business,Group Travel,Group bookings,4,4,5,4,3,5,4,4,4,3,satisfied,4.1
86742,Male,42,tourism,Group Travel,Group bookings,5,5,3,5,3,5,3,4,3,5,satisfied,4.0
7029,Male,64,academic,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,4,5,5,satisfied,4.3
34541,Female,32,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,4,satisfied,4.6
53280,Female,35,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,2,5,satisfied,4.3
94587,Male,52,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
77092,Female,53,academic,Group Travel,Group bookings,5,5,5,5,3,4,4,4,4,3,satisfied,4.3
86599,Male,30,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
59209,Female,44,academic,Personal Travel,Individual/Couple,4,4,4,5,3,5,5,3,5,3,neutral or dissatisfied,4.2
89061,Female,57,personal,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,4,satisfied,4.8
29490,Female,53,academic,Group Travel,Group bookings,5,5,5,5,2,5,5,4,5,1,satisfied,4.6
5303,Female,53,business,Personal Travel,Individual/Couple,4,5,4,4,4,5,3,5,3,3,neutral or dissatisfied,4.1
29,Male,40,personal,Group Travel,Group bookings,4,4,4,4,2,4,5,4,5,3,satisfied,4.0
113209,Female,42,personal,Group Travel,Group bookings,5,5,5,2,4,4,4,3,4,4,satisfied,4.0
19229,Male,26,tourism,Personal Travel,Not defined,2,5,2,3,5,5,5,4,5,5,neutral or dissatisfied,4.0
4751,Female,38,tourism,Group Travel,Group bookings,4,4,4,4,3,4,5,4,5,4,satisfied,4.1
51821,Female,25,academic,Group Travel,Not defined,5,5,5,5,5,5,5,3,2,5,satisfied,4.4
68778,Female,47,aviation,Group Travel,Group bookings,3,3,4,3,5,5,5,4,5,3,satisfied,4.1
52880,Male,10,tourism,Group Travel,Individual/Couple,4,5,5,5,5,5,5,1,4,5,neutral or dissatisfied,4.3
82402,Female,20,tourism,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,4,5,5,satisfied,4.3
59422,Female,39,academic,Group Travel,Group bookings,4,4,4,4,3,4,4,5,4,3,satisfied,4.0
10364,Female,44,tourism,Group Travel,Group bookings,5,5,4,5,2,5,4,5,4,5,satisfied,4.3
32095,Female,38,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,4,2,5,satisfied,4.6
26936,Male,28,business,Group Travel,Group bookings,4,4,4,4,5,5,5,4,3,5,satisfied,4.2
4047,Male,39,academic,Personal Travel,Individual/Couple,4,4,4,4,5,5,5,2,4,5,satisfied,4.1
70345,Female,41,aviation,Personal Travel,Individual/Couple,4,5,5,5,4,4,4,4,5,4,neutral or dissatisfied,4.4
101741,Female,46,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,4,satisfied,4.4
68100,Male,55,academic,Group Travel,Individual/Couple,4,4,4,4,4,4,4,5,3,4,satisfied,4.0
127918,Female,56,aviation,Group Travel,Group bookings,5,5,5,5,4,5,3,5,3,5,satisfied,4.4
18027,Male,23,tourism,Group Travel,Individual/Couple,4,5,4,4,5,5,5,4,3,5,satisfied,4.3
102920,Male,58,tourism,Group Travel,Group bookings,5,5,3,5,2,5,5,5,5,5,satisfied,4.4
92405,Male,36,personal,Group Travel,Group bookings,4,4,3,4,4,5,4,5,4,4,satisfied,4.1
94143,Female,54,academic,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
48089,Female,32,tourism,Group Travel,Individual/Couple,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
54923,Male,68,academic,Personal Travel,Not defined,4,4,4,5,5,5,5,3,4,5,neutral or dissatisfied,4.3
70819,Male,16,aviation,Personal Travel,Individual/Couple,3,5,3,2,5,5,5,5,5,5,neutral or dissatisfied,4.2
96561,Female,50,academic,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,3,satisfied,4.0
23615,Male,40,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,3,4,satisfied,4.0
60582,Female,32,business,Group Travel,Group bookings,4,5,5,5,4,4,4,4,2,4,neutral or dissatisfied,4.1
88160,Male,47,aviation,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,4,satisfied,4.2
79338,Male,25,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied,4.6
115615,Female,39,tourism,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,satisfied,4.1
124765,Female,45,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,3,satisfied,4.8
33586,Female,40,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,1,5,5,satisfied,4.2
74471,Male,31,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,4,4,5,satisfied,4.3
9383,Male,24,tourism,Personal Travel,Individual/Couple,4,4,4,2,5,5,5,4,4,5,neutral or dissatisfied,4.1
125289,Female,57,business,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,4,satisfied,4.0
22339,Female,61,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,2,5,2,satisfied,4.2
4896,Male,26,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,neutral or dissatisfied,4.4
70989,Male,45,aviation,Group Travel,Group bookings,5,5,2,5,3,5,4,4,4,3,satisfied,4.1
42344,Female,24,tourism,Personal Travel,Individual/Couple,5,5,5,4,4,4,4,4,4,4,satisfied,4.3
121225,Female,55,academic,Group Travel,Group bookings,5,1,5,5,3,5,4,4,4,3,satisfied,4.0
5979,Male,29,aviation,Group Travel,Group bookings,5,3,5,5,5,5,5,5,5,5,satisfied,4.8
55331,Male,56,tourism,Personal Travel,Individual/Couple,3,4,4,3,5,5,5,4,5,5,neutral or dissatisfied,4.2
9881,Male,45,personal,Group Travel,Group bookings,3,5,5,5,5,4,3,4,3,2,neutral or dissatisfied,4.1
78199,Female,42,tourism,Group Travel,Group bookings,4,5,5,5,5,3,4,3,4,4,neutral or dissatisfied,4.2
121988,Male,51,aviation,Group Travel,Group bookings,5,4,5,5,5,4,5,3,5,4,satisfied,4.6
42197,Male,50,business,Group Travel,Individual/Couple,4,4,4,3,5,5,5,5,5,5,neutral or dissatisfied,4.4
68737,Male,20,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,5,4,5,satisfied,4.4
24570,Male,15,business,Personal Travel,Individual/Couple,4,5,4,2,4,4,4,4,5,4,neutral or dissatisfied,4.0
34043,Male,24,tourism,Group Travel,Individual/Couple,5,5,5,3,5,5,5,4,5,5,satisfied,4.7
116933,Male,50,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,3,satisfied,4.2
62848,Female,19,academic,Group Travel,Not defined,5,4,4,4,5,5,5,5,3,5,satisfied,4.4
66027,Male,21,academic,Group Travel,Individual/Couple,4,4,4,3,5,5,5,5,5,5,satisfied,4.4
8571,Male,50,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,5,satisfied,4.1
37745,Male,30,tourism,Group Travel,Not defined,5,5,5,5,5,5,5,5,3,5,satisfied,4.8
44425,Female,49,business,Group Travel,Group bookings,5,5,5,5,2,2,5,4,5,5,satisfied,4.2
98038,Male,55,tourism,Group Travel,Group bookings,4,4,4,4,5,4,3,5,3,5,satisfied,4.0
109495,Male,49,academic,Group Travel,Group bookings,3,3,5,3,3,4,5,5,5,3,satisfied,4.0
32833,Female,34,tourism,Personal Travel,Individual/Couple,4,5,4,3,4,4,4,3,5,4,satisfied,4.0
86465,Female,46,tourism,Group Travel,Individual/Couple,5,3,5,5,4,3,5,2,5,2,satisfied,4.1
22245,Female,36,business,Group Travel,Group bookings,4,4,4,4,4,5,5,4,5,3,satisfied,4.3
122389,Female,38,personal,Personal Travel,Individual/Couple,3,4,3,4,5,5,5,3,5,5,neutral or dissatisfied,4.1
62933,Female,49,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
104127,Female,53,academic,Group Travel,Group bookings,5,5,5,5,4,5,5,5,5,4,satisfied,4.9
60784,Male,29,aviation,Group Travel,Group bookings,4,4,2,4,5,5,5,5,4,5,satisfied,4.2
91376,Female,52,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,5,satisfied,4.2
87642,Male,56,academic,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,5,satisfied,4.3
11268,Female,13,aviation,Personal Travel,Individual/Couple,2,5,2,5,5,5,5,5,5,5,neutral or dissatisfied,4.3
123994,Male,48,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,4,satisfied,4.8
59551,Female,44,aviation,Group Travel,Group bookings,4,4,4,4,3,4,5,5,5,5,satisfied,4.2
94502,Male,40,tourism,Group Travel,Group bookings,4,4,4,1,5,5,5,5,5,5,neutral or dissatisfied,4.2
113706,Male,69,business,Personal Travel,Individual/Couple,4,1,4,4,5,5,5,4,4,5,neutral or dissatisfied,4.0
121414,Male,44,academic,Group Travel,Group bookings,4,4,4,4,3,4,5,4,5,5,satisfied,4.1
114054,Male,28,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
126827,Male,31,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
126789,Male,53,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,5,satisfied,4.7
11323,Female,13,academic,Personal Travel,Individual/Couple,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied,4.1
95945,Female,41,academic,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,4,satisfied,4.4
71891,Male,22,academic,Personal Travel,Individual/Couple,4,4,4,4,4,4,4,3,5,4,neutral or dissatisfied,4.0
64312,Male,42,personal,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
22947,Male,26,aviation,Group Travel,Group bookings,5,5,5,5,3,3,3,3,5,3,satisfied,4.1
109339,Female,17,academic,Group Travel,Individual/Couple,5,5,5,4,4,4,4,3,4,4,satisfied,4.2
3041,Male,52,business,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,3,satisfied,4.4
20541,Male,47,business,Group Travel,Individual/Couple,5,3,3,3,5,5,5,4,4,5,satisfied,4.1
100735,Female,37,academic,Group Travel,Group bookings,5,5,5,5,5,1,5,2,5,5,satisfied,4.2
50346,Male,26,academic,Group Travel,Group bookings,5,5,5,5,5,5,5,4,3,5,satisfied,4.7
85664,Male,27,personal,Group Travel,Group bookings,5,2,5,5,5,5,5,3,4,5,satisfied,4.3
5597,Female,28,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
124057,Female,45,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
540,Male,57,personal,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
114109,Female,27,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,4,5,satisfied,4.3
41997,Female,50,business,Group Travel,Group bookings,5,5,5,5,5,2,4,4,4,2,satisfied,4.3
8131,Male,33,tourism,Group Travel,Group bookings,5,5,5,5,4,5,4,5,4,4,satisfied,4.7
100238,Female,10,business,Personal Travel,Group bookings,4,5,4,1,4,5,3,5,5,5,neutral or dissatisfied,4.0
61375,Male,25,academic,Group Travel,Group bookings,4,5,4,3,5,5,5,3,5,5,satisfied,4.3
65830,Female,15,academic,Group Travel,Group bookings,4,4,3,4,5,5,5,5,4,5,satisfied,4.3
53454,Female,53,tourism,Group Travel,Group bookings,5,5,5,5,3,2,5,1,5,5,satisfied,4.0
62534,Male,52,academic,Group Travel,Group bookings,4,4,4,4,5,5,3,4,3,4,satisfied,4.0
28607,Male,47,personal,Group Travel,Individual/Couple,4,3,3,3,5,5,5,5,4,5,satisfied,4.1
128763,Male,52,business,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
20736,Female,24,tourism,Group Travel,Individual/Couple,4,4,4,4,4,5,4,4,4,4,satisfied,4.1
108405,Female,22,tourism,Group Travel,Group bookings,5,4,4,3,4,4,4,5,5,4,satisfied,4.2
60338,Male,25,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,satisfied,4.2
61671,Male,41,business,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
19501,Male,31,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,3,4,5,satisfied,4.7
68506,Male,43,academic,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,3,5,5,neutral or dissatisfied,4.1
26792,Male,59,aviation,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,4,5,satisfied,4.6
81705,Female,32,aviation,Personal Travel,Individual/Couple,3,4,4,5,5,5,5,4,4,5,neutral or dissatisfied,4.3
12231,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,5,satisfied,4.0
81443,Female,48,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,5,5,4,satisfied,4.3
3806,Female,57,business,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,3,satisfied,4.4
88096,Male,32,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,4,5,satisfied,4.3
36909,Female,15,business,Personal Travel,Individual/Couple,4,5,4,3,4,4,4,4,4,4,neutral or dissatisfied,4.0
13699,Female,12,tourism,Personal Travel,Individual/Couple,3,4,3,4,5,5,5,4,5,5,neutral or dissatisfied,4.2
69876,Male,42,business,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,5,satisfied,4.4
93410,Female,23,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
71987,Female,25,academic,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,3,5,5,neutral or dissatisfied,4.1
12356,Male,41,business,Group Travel,Group bookings,4,4,4,4,4,2,5,4,5,1,satisfied,4.0
8097,Female,20,academic,Group Travel,Individual/Couple,4,0,5,4,5,5,5,3,5,5,neutral or dissatisfied,4.0
93913,Male,22,business,Group Travel,Group bookings,4,0,4,4,5,5,5,5,4,5,satisfied,4.0
56335,Male,63,aviation,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,4,satisfied,4.4
98716,Male,49,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,5,5,3,satisfied,4.7
21179,Female,41,business,Group Travel,Group bookings,5,5,5,5,5,3,4,3,4,5,satisfied,4.3
119046,Male,49,tourism,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
